flat,school,school_dist,num_school_2km,hawker,hawker_dist,num_hawker_2km,mrt,mrt_dist,num_mrt_2km,supermarket_dist,num_supermarket_2km,dist_central
115 EDGEFIELD PLAINS,Mee Toh School,0.1493793120071713,22,Kovan Market & Food Centre,4.6300910372059905,0,MERIDIAN LRT STATION,0.27093141903018847,21,0.23445822697514954,18,13.756700045258864
314 BT BATOK ST 32,Dazhong Primary School,0.1922443702821097,7,Market Street Food Centre,2.1164692003246897,0,BUKIT GOMBAK MRT STATION,0.5769777559735204,3,0.3651885535883266,13,14.3580603876382
682C JURONG WEST CTRL 1,Westwood Primary School,0.6994838127304693,17,Blk 505 Jurong West Street 52,1.6202160502637695,1,BOON LAY MRT STATION,0.5090685449578439,3,0.42439936316453025,11,17.514872251356504
303C PUNGGOL CTRL,Punggol View Primary School,0.14199974079077252,24,Kovan Market & Food Centre,5.4123197464727495,0,PUNGGOL LRT STATION,0.3475246566249514,23,0.1002298653335378,17,14.552749621975368
29 CHAI CHEE AVE,Opera Estate Primary School,0.5342737490438165,9,Blk 208B New Upper Changi Road,0.6900099132911148,7,BEDOK MRT STATION,0.6278987024353947,4,0.0,22,9.277345683056236
419 ANG MO KIO AVE 10,Teck Ghee Primary School,0.34755684229588085,14,Blk 409 Ang Mo Kio Ave 10,0.3156160584634304,4,ANG MO KIO MRT STATION,0.720469796438612,4,0.13192659049570035,16,8.986142870700242
138 BISHAN ST 12,Guangyang Primary School,0.3546351982816042,17,Blk 210 Toa Payoh Lorong 8,0.5521375895548034,6,BRADDELL MRT STATION,0.7668357380927585,7,0.4650841864966517,12,6.705601828381162
40 BEO CRES,Alexandra Primary School,0.4675307650682786,6,Beo Crescent Market,0.02643753483072663,12,TIONG BAHRU MRT STATION,0.32106673094331434,9,0.11218141687413392,30,2.719141393719949
304 JURONG EAST ST 32,Jurong Primary School,0.4384713754796088,9,Market Street Food Centre,0.38921743296360645,4,CHINESE GARDEN MRT STATION,0.38895380582667416,5,0.3950907575970135,17,14.634469974550045
27 TANGLIN HALT RD,New Town Primary School,0.16497971887157425,4,Tanglin Halt Market,0.3415266564478664,7,COMMONWEALTH MRT STATION,0.4855561282434935,7,0.4330721688533591,16,5.953332221065451
101 TAMPINES ST 11,Tampines Primary School,0.3913782742084879,21,Market Street Food Centre,0.19474225755955954,1,TAMPINES MRT STATION,0.6529747088863505,7,0.2120256953082885,19,12.571770736789375
160 BEDOK STH AVE 3,Temasek Primary School,0.17924609138535913,4,Blk 58 New Upper Changi Road,0.7010041600759994,8,TANAH MERAH MRT STATION,0.885272590211385,2,0.683742072556639,12,11.134876237030484
416 PANDAN GDNS,Qifa Primary School,1.2724940577543218,4,Blk 448 Clementi Ave 3,2.0073765626766384,0,JURONG EAST MRT STATION,1.4980459282015604,2,0.6323761197770364,15,12.180656569335648
168 BEDOK STH AVE 3,Temasek Primary School,0.2853787575071318,5,Blk 58 New Upper Changi Road,0.5900306857538624,8,TANAH MERAH MRT STATION,0.814310503635206,2,0.5729576734577034,12,11.09929884522225
720 WOODLANDS AVE 6,Admiralty Primary School,0.0986306348540187,18,Blks 20/21 Marsiling Lane,2.6571708367086253,0,ADMIRALTY MRT STATION,0.1797381483384142,4,0.181393090461764,15,18.35824173580193
354C ADMIRALTY DR,Canberra Primary School,0.25778143139283777,11,Chong Pang Market & Food Centre,2.354065917572041,0,SEMBAWANG MRT STATION,0.2668666198962054,1,0.1327192505204845,13,18.779659533598863
252 BANGKIT RD,Beacon Primary School,0.4748268549409894,9,Bukit Timah Market,4.466717720665179,0,BANGKIT LRT STATION,0.15503961216586903,12,0.1599659980775384,8,13.654269957727438
42 BEDOK STH RD,Bedok Green Primary School,0.4326708732923593,8,Blk 58 New Upper Changi Road,0.2956053047461962,9,TANAH MERAH MRT STATION,0.8866669286997457,3,0.320180334819649,18,10.760609960367066
104 SPOTTISWOODE PK RD,Cantonment Primary School,0.5738646049349875,3,Blk 6 Tanjong Pagar Plaza,0.9535910612123794,20,OUTRAM PARK MRT STATION,0.7881733275685741,9,0.9264567587014888,17,2.132207539282799
10 CHAI CHEE RD,Opera Estate Primary School,0.8163874380253064,9,Blk 538 Bedok North Street 3,0.5008733249659917,7,BEDOK MRT STATION,0.6796700600981834,4,0.2822820627984276,20,9.456802377540141
470B UPP SERANGOON CRES,CHIJ Our Lady of the Nativity,0.6922446960028615,16,Kovan Market & Food Centre,2.7511595901824673,0,KANGKAR LRT STATION,0.5730637243268571,10,0.3456527318652496,14,11.845022014557797
854 YISHUN RING RD,Naval Base Primary School,0.1591241978695552,12,Chong Pang Market & Food Centre,1.9299505653539466,2,KHATIB MRT STATION,0.4998269930335321,2,0.23220976939435575,14,14.731103388275057
403 SIN MING AVE,Ai Tong School,0.24317866851682446,7,Sembawang Hill Food Centre,1.1704975015270307,3,MARYMOUNT MRT STATION,1.6946201954299571,2,0.6241158070183503,11,8.930590699224423
435 TAMPINES ST 43,Tampines Primary School,0.25885444603954355,24,Market Street Food Centre,1.7060313414829538,1,TAMPINES EAST MRT STATION,0.5570863788474325,5,0.23697074530654444,18,13.889186786729288
280 BT BATOK EAST AVE 3,Keming Primary School,0.28515645757967173,10,Market Street Food Centre,2.1855864990007814,0,BUKIT BATOK MRT STATION,0.8425973292665088,3,0.0,16,12.640320161718815
527A PASIR RIS ST 51,Elias Park Primary School,0.7721063105754875,18,Market Street Food Centre,2.525303120514833,0,PASIR RIS MRT STATION,0.5363657961285585,4,0.14440230714448804,16,14.191509299886254
520 HOUGANG AVE 6,Montfort Junior School,0.06768296781663491,15,Kovan Market & Food Centre,1.6115190830961432,2,HOUGANG MRT STATION,0.3251937109426844,7,0.4117613404085152,18,10.736831445531658
203 BT BATOK ST 21,Bukit View Primary School,0.5342551355296047,11,Market Street Food Centre,1.3095412454093098,1,BUKIT BATOK MRT STATION,0.19962890864431646,5,0.15713548771857572,20,13.373179526528267
160 JLN TECK WHYE,Teck Whye Primary School,0.4333034436803042,15,Market Street Food Centre,4.612182625745095,0,PHOENIX LRT STATION,0.3001564337797826,17,0.37656754650221747,18,15.034170481712353
123 TECK WHYE LANE,South View Primary School,0.37280913206849786,12,Market Street Food Centre,4.151387871415511,0,KEAT HONG LRT STATION,0.07794676099890155,12,0.3290512457381202,14,15.470010984322899
40 JLN RUMAH TINGGI,Gan Eng Seng Primary School,0.6004286048425276,7,ABC Brickworks Market & Food Centre,0.3259583896615883,7,REDHILL MRT STATION,0.7071279174257784,5,0.35092543990361347,17,4.579459278108316
31 TANGLIN HALT RD,New Town Primary School,0.07406288193501452,4,Tanglin Halt Market,0.23561259164309223,7,COMMONWEALTH MRT STATION,0.3638024038586684,7,0.31213510776220604,16,6.023885827828927
624C PUNGGOL CTRL,Horizon Primary School,0.13237769961032497,23,Kovan Market & Food Centre,5.410320883508343,0,OASIS LRT STATION,0.21409564774005346,18,0.1609836372922639,14,14.5246238381951
521 WOODLANDS DR 14,Woodgrove Primary School,0.33479801726789554,19,Blks 20/21 Marsiling Lane,2.1124242350622273,0,WOODLANDS MRT STATION,0.6528271374962743,4,0.36574354875962867,13,17.76033382230089
441D FERNVALE RD,Sengkang Green Primary School,0.08319542139072969,8,Chomp Chomp Food Centre,3.229356544150296,0,FERNVALE LRT STATION,0.11882692762339374,7,0.12740189588569567,11,12.228976733859406
5 TECK WHYE AVE,Teck Whye Primary School,0.16019693797829843,17,Market Street Food Centre,4.612370070095661,0,TECK WHYE LRT STATION,0.6006883775677201,16,0.23143051594859176,17,15.363665817867343
442 HOUGANG AVE 8,Punggol Primary School,0.20388506871721238,18,Kovan Market & Food Centre,2.364515763897186,0,BUANGKOK MRT STATION,0.40099180844103594,12,0.3447222544949488,18,11.497952106392034
5 MARSILING DR,Marsiling Primary School,0.6157269028256038,10,Blks 20/21 Marsiling Lane,0.44822946514015544,2,MARSILING MRT STATION,0.8104005392112256,3,0.799047578177853,6,19.174860285003884
333 BT BATOK ST 32,Dazhong Primary School,0.5679303245376308,6,Market Street Food Centre,2.5390946512643913,0,BUKIT GOMBAK MRT STATION,0.7545494824150482,7,0.3287073201969178,16,14.539639040821598
857A TAMPINES ST 83,Poi Ching School,0.42041269944786736,16,Market Street Food Centre,1.41121484261949,1,TAMPINES MRT STATION,0.8829514280293463,4,0.15471914473782003,11,12.122579415380228
550 PASIR RIS ST 51,Casuarina Primary School,0.7403894283609285,19,Market Street Food Centre,2.576517139922746,0,PASIR RIS MRT STATION,0.7863566135329109,4,0.6103542698452681,16,14.613426303350295
260 YISHUN ST 22,Xishan Primary School,0.24457020221588932,11,Chong Pang Market & Food Centre,1.2847394230425064,2,YISHUN MRT STATION,0.8193007362176002,1,0.1988694082339916,15,16.790421904246113
4 DELTA AVE,Alexandra Primary School,0.27134914131731436,6,Beo Crescent Market,0.3386780132352773,11,TIONG BAHRU MRT STATION,0.6148939907709778,6,0.17021579222775807,29,2.916071831863054
62 CIRCUIT RD,Canossa Catholic Primary School,0.5973796764163573,10,Blks 79/79A Circuit Road,0.23212830559725664,8,MACPHERSON MRT STATION,0.24742541960909378,11,0.3245006744124574,26,6.118371765271512
320 BT BATOK ST 33,Dazhong Primary School,0.27423620946953386,6,Market Street Food Centre,2.2016173613206926,0,BUKIT GOMBAK MRT STATION,0.6173531207669251,4,0.43487122738162476,13,14.419522891084574
819 YISHUN ST 81,Naval Base Primary School,0.6561276447208034,7,Chong Pang Market & Food Centre,2.19766540405245,0,KHATIB MRT STATION,0.5542463077635379,2,0.3951544670193519,11,14.327057345561899
54 PIPIT RD,Canossa Catholic Primary School,0.7119694315695984,9,Blk 89 Circuit Road,0.24202940282756352,11,MACPHERSON MRT STATION,0.31340510896104906,11,0.25112809004772396,27,5.956854176538829
442B FAJAR RD,Zhenghua Primary School,0.3037152438476442,11,Bukit Timah Market,4.654463110381755,0,BANGKIT LRT STATION,0.21320629166390156,12,0.24629348423764036,9,13.970854981157414
207A PUNGGOL PL,Punggol Green Primary School,0.2936986579990018,26,Kovan Market & Food Centre,4.848887914707951,0,PUNGGOL MRT STATION,0.4850548471398398,26,0.2246855396450916,18,13.979282019604767
528 JELAPANG RD,Greenridge Primary School,0.26870016396424723,10,Bukit Timah Market,5.1596884218994745,0,JELAPANG LRT STATION,0.2152454533845541,14,0.08713288214069186,11,14.694092117171154
135 SIMEI ST 1,Angsana Primary School,0.6007862370633824,20,Market Street Food Centre,1.4086660788479148,1,SIMEI MRT STATION,0.6759377026151009,7,0.5973136824339017,14,13.71463434352421
295 PUNGGOL CTRL,Edgefield Primary School,0.33026418814995556,25,Kovan Market & Food Centre,5.175805571533708,0,COVE LRT STATION,0.30965093233323715,23,0.24401818109230916,17,14.317092174723179
716 JURONG WEST ST 71,West Grove Primary School,0.26150341209286765,14,Blk 505 Jurong West Street 52,2.4971315291619876,0,PIONEER MRT STATION,0.7192320403037077,2,0.2750212619527492,9,18.451405202964562
264 TAMPINES ST 21,Yumin Primary School,0.1562461332976929,21,Market Street Food Centre,1.0652665411953548,1,TAMPINES EAST MRT STATION,0.5367074719211786,6,0.2195000627833629,17,13.446333247925995
511 PASIR RIS ST 52,Elias Park Primary School,0.1446991905485658,9,Market Street Food Centre,3.226641474871252,0,PASIR RIS MRT STATION,0.6229830807764088,1,0.457204600431717,9,14.386847256354855
366 YISHUN RING RD,Huamin Primary School,0.27051125405822646,12,Chong Pang Market & Food Centre,1.9579364245439297,2,YISHUN MRT STATION,1.2043340502280113,2,0.4035512951129431,17,16.01400710519607
635 BEDOK RESERVOIR RD,Maha Bodhi School,0.4497547860226317,6,Blk 4A Eunos Crescent,1.1452994454745262,4,KAKI BUKIT MRT STATION,0.6176721884280124,9,0.34001641809299976,14,7.865973053329013
129 CLARENCE LANE,Gan Eng Seng Primary School,0.790178275683133,7,ABC Brickworks Market & Food Centre,0.9728350201474133,7,REDHILL MRT STATION,0.4693589393023691,3,0.38621973097722617,20,4.236048844870373
316 CLEMENTI AVE 4,Clementi Primary School,0.3367802482266762,6,Blk 448 Clementi Ave 3,0.5981809264995057,3,CLEMENTI MRT STATION,0.39857309172857336,2,0.32259243840105023,13,10.39138125127666
445A FERNVALE RD,Sengkang Green Primary School,0.10786675257013033,6,Chomp Chomp Food Centre,3.216304989934072,0,FERNVALE LRT STATION,0.21312934789187002,7,0.21206386173257316,10,12.2229329073186
865 WOODLANDS ST 83,Evergreen Primary School,0.39995249132610483,19,Blks 20/21 Marsiling Lane,1.7621373398346527,2,WOODLANDS MRT STATION,0.7663867481821297,4,0.29981836645223475,15,18.53276095168504
698A HOUGANG ST 61,Montfort Junior School,0.28763663086538616,16,Kovan Market & Food Centre,1.765682191955751,2,HOUGANG MRT STATION,0.6943856546355653,7,0.21686565874310396,20,10.815009290434595
126A KIM TIAN RD,Zhangde Primary School,0.4144150319559353,7,Tiong Bahru Market,0.3832768301492857,21,TIONG BAHRU MRT STATION,0.46047373984683426,9,0.21721098535653413,24,2.445987306300992
515 PASIR RIS ST 52,Elias Park Primary School,0.27847977466145424,11,Market Street Food Centre,3.140943536013239,0,PASIR RIS MRT STATION,0.7103036549729207,1,0.5011324827955586,9,14.241328280472043
423 YISHUN AVE 11,North View Primary School,0.5191403473454506,8,Chong Pang Market & Food Centre,2.3993284260797676,0,YISHUN MRT STATION,1.6377374782346337,2,0.25093420366506114,15,15.341409092218838
125 MARSILING RISE,Marsiling Primary School,0.7886892111906092,12,Blks 20/21 Marsiling Lane,0.6168915511513482,2,WOODLANDS MRT STATION,0.7963198909000272,3,0.8747227469845932,8,18.851267752074065
549B SEGAR RD,West Spring Primary School,0.1985221735445614,10,Bukit Timah Market,5.618348151586573,0,SEGAR LRT STATION,0.29380282692748205,11,0.254343786831921,10,14.930965068770764
440B CLEMENTI AVE 3,Clementi Primary School,0.07394789737998686,6,Blk 448 Clementi Ave 3,0.36699951962228883,3,CLEMENTI MRT STATION,0.24105111600304527,2,0.1374041018384399,13,10.404153657149015
165 HOUGANG AVE 1,Xinghua Primary School,0.8989169080030566,4,Kovan Market & Food Centre,1.0045619657694418,2,KOVAN MRT STATION,1.147932723751384,5,0.49455243435536134,12,8.358550104154698
411 SEMBAWANG DR,Endeavour Primary School,0.22591099302747344,11,Chong Pang Market & Food Centre,2.5226815414742965,0,SEMBAWANG MRT STATION,0.4202612354373687,1,0.09657872544012638,13,18.954971626779628
764 YISHUN ST 72,Jiemin Primary School,0.4641361435441187,14,Chong Pang Market & Food Centre,0.9204158082416073,2,YISHUN MRT STATION,0.46500817029416636,2,0.0804700434324941,16,15.738038337190627
244 JURONG EAST ST 24,Yuhua Primary School,0.16642956810794138,11,Market Street Food Centre,0.5078019717892343,1,JURONG EAST MRT STATION,1.043036170773544,4,0.5081295951188022,18,13.7572246545684
608 ELIAS RD,Elias Park Primary School,0.2601246552534517,9,Market Street Food Centre,3.3254078262198745,0,PASIR RIS MRT STATION,0.7535176312649855,1,0.32724819030989477,8,14.381169548939537
226B ANG MO KIO AVE 1,Ang Mo Kio Primary School,0.2037646353155766,10,Blk 724 Ang Mo Kio Ave 6,0.9442446327247531,4,ANG MO KIO MRT STATION,1.1497694398052414,2,0.27215490097689504,13,9.294167439903138
19 CANTONMENT CL,Cantonment Primary School,0.2064776268152711,3,Blk 6 Tanjong Pagar Plaza,0.5531055785021457,17,OUTRAM PARK MRT STATION,0.6533761091852648,13,0.503256177471066,16,1.7882130422771993
720 YISHUN ST 71,Jiemin Primary School,0.21700393622307007,12,Chong Pang Market & Food Centre,0.5677862970074339,2,YISHUN MRT STATION,0.7513201959038697,2,0.46467700928494104,15,15.931958649987127
81 STRATHMORE AVE,Queenstown Primary School,0.21520286307753536,4,ABC Brickworks Market & Food Centre,0.857443217244147,6,QUEENSTOWN MRT STATION,0.3777666725752311,3,0.09406261660985504,15,4.833560049343544
517 PASIR RIS ST 52,Elias Park Primary School,0.16545869517565956,10,Market Street Food Centre,3.1961068468281435,0,PASIR RIS MRT STATION,0.627924841129207,1,0.4773373105783999,9,14.353927922295297
196 RIVERVALE DR,Rivervale Primary School,0.19299250057035017,26,Kovan Market & Food Centre,4.187264435195577,0,RUMBIA LRT STATION,0.3469844910285092,24,0.15331119183591815,19,13.327186408624266
319A ANCHORVALE DR,Nan Chiau Primary School,0.18388219701344438,21,Kovan Market & Food Centre,3.5126267864588288,0,RENJONG LRT STATION,0.4302769896779409,17,0.5786262549261899,16,12.536541801402919
124 BT BATOK CTRL,Princess Elizabeth Primary School,0.7252305008479191,9,Market Street Food Centre,1.3428663168534063,1,BUKIT BATOK MRT STATION,0.35577119856799233,3,0.22961596930318232,18,13.767012448887181
860 JURONG WEST ST 81,Pioneer Primary School,0.21243472216957254,14,Blk 505 Jurong West Street 52,2.413786918338167,0,PIONEER MRT STATION,1.24701284490357,2,0.7393445192418792,9,18.641386726466173
163 YUNG PING RD,Lakeside Primary School,1.0235655524766392,8,Taman Jurong Market & Food Centre,0.4867497812786267,2,LAKESIDE MRT STATION,1.5504214414797761,2,0.20718339209941802,14,15.21530608627297
7 UPP ALJUNIED LANE,Cedar Primary School,0.3592667741660417,7,Blks 79/79A Circuit Road,1.154218142196853,4,BARTLEY MRT STATION,0.904585591896113,10,0.04686652786928825,13,6.3641569680636945
437 FAJAR RD,Zhenghua Primary School,0.30227972390299374,11,Bukit Timah Market,4.79916795948923,0,FAJAR LRT STATION,0.2640243071151996,13,0.1806983611986662,11,14.191756718972524
339B SEMBAWANG CL,Canberra Primary School,0.3806504211430398,11,Chong Pang Market & Food Centre,2.1434718677603906,0,SEMBAWANG MRT STATION,0.2997692996380258,1,0.2128784769191036,13,18.510241472152657
112 BT PURMEI RD,Radin Mas Primary School,0.20745391397258012,7,Blk 112 Jalan Bukit Merah,0.6122215493725119,7,HARBOURFRONT MRT STATION,1.1104266464068193,7,0.815152345535876,16,3.038403864307626
131 MARSILING RISE,Marsiling Primary School,0.707442190085429,12,Blks 20/21 Marsiling Lane,0.5779143972821983,2,MARSILING MRT STATION,0.8297637812134394,3,0.822644838708922,8,18.894241859262777
719 PASIR RIS ST 72,Park View Primary School,0.5993072213356332,4,Market Street Food Centre,4.126940300346457,0,PASIR RIS MRT STATION,1.7351263183334649,1,0.2780184385998923,5,14.40943078464247
4 TECK WHYE AVE,Teck Whye Primary School,0.20384931647166266,16,Market Street Food Centre,4.563003287192579,0,KEAT HONG LRT STATION,0.5550948088794185,15,0.158533786667981,16,15.410021701569121
116 LOR 2 TOA PAYOH,Kheng Cheng School,0.3692668799554134,13,Blk 93 Toa Payoh Lorong 4,0.43592301830433594,6,BRADDELL MRT STATION,0.07252549253340913,7,0.8362526171445027,14,6.258460826490392
623A PUNGGOL CTRL,Horizon Primary School,0.13149418490936807,23,Kovan Market & Food Centre,5.3485081483265065,0,OASIS LRT STATION,0.28036583025524664,18,0.16732082802312906,14,14.460749703297065
531 HOUGANG AVE 6,Montfort Junior School,0.21173278136078566,18,Kovan Market & Food Centre,1.9010898435835262,2,HOUGANG MRT STATION,0.5449281420616252,9,0.47846122792560997,16,11.015962289118828
662 BUFFALO RD,Farrer Park Primary School,0.6998348101255387,6,Tekka Market,0.0,19,ROCHOR MRT STATION,0.07037259936832899,27,0.29839899941040676,34,2.4517077843880974
233 COMPASSVALE WALK,Seng Kang Primary School,0.15319406295481602,27,Kovan Market & Food Centre,3.780616596772459,0,COMPASSVALE LRT STATION,0.5041233161174637,21,0.5056101001301133,17,12.922256496983454
915 JURONG WEST ST 91,Xingnan Primary School,0.17719216965601145,10,Blk 505 Jurong West Street 52,3.531889772732242,0,PIONEER MRT STATION,1.1247179710670574,2,0.4130941287695764,8,19.26252044727008
314 TAMPINES ST 33,East Spring Primary School,0.5277642408754746,18,Market Street Food Centre,1.5660060493796013,1,TAMPINES EAST MRT STATION,0.521666891584821,6,0.4273070721477906,15,13.965471618518729
106B DEPOT RD,Blangah Rise Primary School,0.5522156570139964,7,ABC Brickworks Market & Food Centre,0.7556399725802558,5,TELOK BLANGAH MRT STATION,1.0998865648275522,5,0.09563743404158574,14,4.5444627887288975
80 LOR 4 TOA PAYOH,Kheng Cheng School,0.2515652496678857,13,Blk 93 Toa Payoh Lorong 4,0.3650055687360426,5,TOA PAYOH MRT STATION,0.3125981520742485,8,0.3019933349462576,19,5.663957319793912
167 BT BATOK WEST AVE 8,Princess Elizabeth Primary School,0.28658821866984546,11,Market Street Food Centre,0.6189942461337046,1,BUKIT BATOK MRT STATION,0.8485050581902495,5,0.06769528285490432,20,13.9955266506631
183B RIVERVALE CRES,Mee Toh School,0.39317432243248296,20,Kovan Market & Food Centre,4.338809172195745,0,RUMBIA LRT STATION,0.2651934410893666,19,0.4480402346752161,16,13.436727335434899
473B UPP SERANGOON CRES,CHIJ Our Lady of the Nativity,0.4522139060641492,13,Kovan Market & Food Centre,2.502547922524396,0,KANGKAR LRT STATION,0.8970018752551243,9,0.33579873109655517,13,11.558327027998265
617 BT PANJANG RING RD,West View Primary School,0.35114525918921075,13,Bukit Timah Market,5.300830778528628,0,JELAPANG LRT STATION,0.22178599038123156,14,0.29661436029267185,12,14.942693858547742
668D JURONG WEST ST 64,Jurong Primary School,0.5082522330917295,17,Blk 505 Jurong West Street 52,1.9531056633283346,1,BOON LAY MRT STATION,0.4527862178946866,2,0.33845635645823374,9,17.686430216337506
928 JURONG WEST ST 92,Xingnan Primary School,0.25840634683106944,10,Blk 505 Jurong West Street 52,3.3900501349110264,0,PIONEER MRT STATION,0.9752458934094717,3,0.2708839638660906,9,19.111827196374715
692B CHOA CHU KANG CRES,Yew Tee Primary School,0.4114832722203932,7,Blks 20/21 Marsiling Lane,5.521421639903289,0,YEW TEE MRT STATION,0.5600711724786421,3,0.6534471489860145,7,17.032347494541927
54 TELOK BLANGAH DR,Blangah Rise Primary School,0.4621442375816979,5,Blk 11 Telok Blangah Crescent,0.8542156451865895,5,TELOK BLANGAH MRT STATION,0.3977110828492188,5,0.3304150161469179,12,4.547155656396011
21 HOLLAND DR,Henry Park Primary School,0.42148406032992664,5,Blk 20 Ghim Moh Road,0.7273986678227152,4,DOVER MRT STATION,0.45892689522266705,6,0.5035479752523105,19,8.358832648542258
260C PUNGGOL WAY,Valour Primary School,0.33122903162028644,23,Kovan Market & Food Centre,5.231212952641104,0,SOO TECK LRT STATION,0.08846829534583577,20,0.04956112394246606,16,14.29752917808985
49 LOR 5 TOA PAYOH,Pei Chun Public School,0.25645183555342077,13,Blk 75 Toa Payoh Lorong 5,0.15341049966146458,5,BRADDELL MRT STATION,0.7823764959137363,9,0.3274722140542076,17,5.890631339459662
120 PASIR RIS ST 11,Casuarina Primary School,0.6875637918322585,18,Market Street Food Centre,2.6171679747713203,0,PASIR RIS MRT STATION,0.8477973331427675,4,0.5174038432987734,15,14.69075566568997
4 HOLLAND CL,New Town Primary School,1.0219954639220648,7,Holland Village Market & Food Centre,0.3631477154356496,5,HOLLAND VILLAGE MRT STATION,0.43198086470591757,8,0.2550382941715181,12,6.745698511598402
637B PUNGGOL DR,Horizon Primary School,0.21708795622069696,18,Kovan Market & Food Centre,5.503933288562422,0,KADALOOR LRT STATION,0.16803995634064262,14,0.12255509268886082,10,14.584580741498009
510 JELAPANG RD,Greenridge Primary School,0.22994771237950318,10,Bukit Timah Market,5.3639123823687385,0,SEGAR LRT STATION,0.07342097948488335,11,0.09763417660515795,10,14.66600932458877
805 KING GEORGE'S AVE,Stamford Primary School,0.6051235255596363,5,North Bridge Road Market & Food Centre,0.42694324364855796,16,LAVENDER MRT STATION,0.2365285930815511,24,0.010339403955238254,29,2.8702601362073037
344 ANG MO KIO AVE 3,Teck Ghee Primary School,0.3646015141207393,10,Blk 724 Ang Mo Kio Ave 6,0.5577974023976752,3,ANG MO KIO MRT STATION,0.2186707610953589,4,0.16386863476996866,14,9.275073514704097
18 TAMAN HO SWEE,Zhangde Primary School,0.6736692930115539,7,Tiong Bahru Market,0.36370403531348366,21,TIONG BAHRU MRT STATION,0.4936116785186753,10,0.41106045258457485,28,2.313170656633862
253 BISHAN ST 22,Ang Mo Kio Primary School,0.8790780145747913,13,Blk 724 Ang Mo Kio Ave 6,1.1636628028710383,4,ANG MO KIO MRT STATION,1.1131389655186512,4,0.48705346021803714,17,8.689626171961509
279 TAMPINES ST 22,Angsana Primary School,0.2520197803257339,18,Market Street Food Centre,0.7918235327074489,1,SIMEI MRT STATION,0.38797183963480053,8,0.13744636322643755,19,13.104329120886243
104 HOUGANG AVE 1,Xinghua Primary School,0.3553660618879662,3,Kovan Market & Food Centre,0.672154961913567,2,KOVAN MRT STATION,0.8364077867043224,4,0.1261926669191312,11,8.931284516762249
122B SENGKANG EAST WAY,North Spring Primary School,0.3386422412453497,23,Kovan Market & Food Centre,3.8500446330431948,0,BAKAU LRT STATION,0.1611348005363747,17,0.6063541798483109,14,12.938740626354518
257C COMPASSVALE RD,Compassvale Primary School,0.25316796595287727,22,Kovan Market & Food Centre,3.8985634357722865,0,SENGKANG MRT STATION,0.15856413889491522,22,0.2310364569668576,19,13.015143178064035
832 HOUGANG CTRL,Montfort Junior School,0.33070875529141375,14,Kovan Market & Food Centre,1.3417666296869675,2,HOUGANG MRT STATION,0.29453617633059737,5,0.4801147851374046,18,10.475154477782999
140 POTONG PASIR AVE 3,Cedar Primary School,0.9853735024193271,12,Blk 210 Toa Payoh Lorong 8,1.5067339176091794,5,POTONG PASIR MRT STATION,0.36558529443611837,9,0.1356312818498141,16,5.755161457775183
402 SERANGOON AVE 1,Yangzheng Primary School,0.5665458097031586,10,Serangoon Garden Market,1.9491993419697329,1,SERANGOON MRT STATION,0.3450965507673069,6,0.45912508857982026,13,7.315658821593745
77A REDHILL RD,Gan Eng Seng Primary School,0.36039275569425905,7,Blk 115 Bukit Merah View,0.6082127601993913,9,REDHILL MRT STATION,0.14525629514357583,3,0.21557065425108388,20,3.8182918856035633
938 TAMPINES AVE 5,Junyuan Primary School,0.23132052715939053,21,Market Street Food Centre,0.3955039885345579,1,TAMPINES WEST MRT STATION,0.45397480270351365,6,0.5052184871126733,18,12.275991360168383
309 CLEMENTI AVE 4,Pei Tong Primary School,0.4850462422660914,8,Blk 353 Clementi Ave 2,0.8823646555229226,3,CLEMENTI MRT STATION,0.6700961658220902,2,0.3174976413334619,11,10.303775125847755
1E CANTONMENT RD,Cantonment Primary School,0.18460083261575658,3,Blk 6 Tanjong Pagar Plaza,0.22379640205664236,17,OUTRAM PARK MRT STATION,0.3896233138579695,14,0.21015703941667005,21,1.4134634848164815
102 JLN RAJAH,Hong Wen School,0.9938192245154364,13,Blk 75 Toa Payoh Lorong 5,0.8742423343540319,6,TOA PAYOH MRT STATION,0.6615785143376861,7,0.33355726640801175,20,4.876134334404748
209 SERANGOON CTRL,Zhonghua Primary School,0.8097048285579553,8,Serangoon Garden Market,1.2761040535552932,4,SERANGOON MRT STATION,0.47593655689970815,6,0.3206495772525308,11,8.180387422686977
266D PUNGGOL WAY,Valour Primary School,0.23471142748765578,24,Kovan Market & Food Centre,5.241254134092926,0,SOO TECK LRT STATION,0.09562002061114064,19,0.1447937147560412,16,14.330305220289068
539 BT BATOK ST 52,Lianhua Primary School,0.37616935689911496,8,Market Street Food Centre,1.910817769256924,1,BUKIT GOMBAK MRT STATION,0.4565933839561037,2,0.4187467544246955,14,13.64703237269752
409 CHOA CHU KANG AVE 3,Chua Chu Kang Primary School,0.37445403860342374,9,Market Street Food Centre,4.183164487092831,0,SOUTH VIEW LRT STATION,0.3937275982323083,7,0.06823624810383751,10,16.239540325469495
897C WOODLANDS DR 50,Woodlands Primary School,0.27671989194900654,19,Blks 20/21 Marsiling Lane,2.084886165921166,0,WOODLANDS MRT STATION,0.6896620965241445,4,0.20013085602328784,14,17.937203936120774
